"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"FRW00034066","1957-04-25","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-04-26","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-04-29","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-04-30","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-01","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-02","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-03","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-06","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-07","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-08","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-09","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-10","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-13","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-14","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-15","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-16","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-17","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-20","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-21","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-22","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-23","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-24","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-27","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-28","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-29","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-30","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-05-31","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-03","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-04","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-05","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-06","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-07","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-10","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-11","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-12","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-13","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-14","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-17","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-18","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-19","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-20","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-21","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-24","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-25","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-26","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-27","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-06-28","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-01","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-02","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-03","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-04","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-05","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-08","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-09","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-10","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-11","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-12","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-15","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-16","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-17","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-18","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-19","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-22","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-23","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-24","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-25","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-26","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-29","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-30","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-07-31","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-01","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-02","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-05","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-06","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-07","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-08","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-09","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-12","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-13","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-14","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-15","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-16","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-19","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-20","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-21","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-22","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-23","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-26","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-27","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-28","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-29","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-08-30","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-02","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-03","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-04","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-05","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-06","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-09","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-10","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-11","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-12","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-13","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-16","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-17","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-18","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-19","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-20","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-23","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-24","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-25","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-26","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-27","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-09-30","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-01","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-02","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-03","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-04","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-07","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-08","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-09","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-10","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-11","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-14","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-15","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-16","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-17","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-18","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-21","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-22","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-23","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-24","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-25","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-28","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-29","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-30","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-10-31","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-01","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-04","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-05","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-06","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-07","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-08","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-11","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-12","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-13","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-14","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-15","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-18","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-19","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-20","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-21","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-22","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-25","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-26","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-27","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-28","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-11-29","47.93333","1.88333","128.0","ORLEANS, FR",,,,,"    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-12-02","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
"FRW00034066","1957-12-03","47.93333","1.88333","128.0","ORLEANS, FR",,,"    0",",,X","    0",",,X",,,,,,,,,,,,,,
